x_Mn,x_Ni,x_Ga,VEC,predicted_ordering,confidence,prob_AFM,prob_FM,prob_FiM,prob_NM
0.02,0.96,0.02,9.8,FM,0.9991427354291241,0.0004099373838716983,0.9991427354291241,0.0004327971060882628,1.4530080915905181e-05
0.02,0.98,0.0,9.940000000000001,FM,0.99918413302176,0.0004390024072177828,0.99918413302176,0.0003629284723576915,1.3936098664594456e-05
0.04,0.0,0.96,3.16,NM,0.9485102608834854,0.0033779447694853373,0.046358483123071975,0.0017533112239573553,0.9485102608834854
0.04,0.02,0.94,3.3,NM,0.9668240085290073,0.002244921498380732,0.029127831433279294,0.0018032385393326115,0.9668240085290073
0.04,0.04,0.92,3.4400000000000004,NM,0.969480765093755,0.0019222372377404305,0.027074465628703553,0.0015225320398010013,0.969480765093755
0.04,0.06,0.9,3.58,NM,0.970622460392439,0.0018812243036844488,0.026016895774051123,0.0014794195298253223,0.970622460392439
0.04,0.08,0.88,3.72,NM,0.9763428773217255,0.0018939553761628878,0.020296260023159183,0.0014669072789525355,0.9763428773217255
0.04,0.1,0.86,3.8600000000000003,NM,0.9766475676792639,0.004315341540414831,0.01757010362363175,0.0014669871566895766,0.9766475676792639
0.04,0.12,0.84,4.0,NM,0.9714305426672414,0.005122505469389565,0.021737385789882626,0.0017095660734865003,0.9714305426672414
0.04,0.14,0.82,4.140000000000001,NM,0.9595201722500892,0.004097086579262697,0.03419786517058089,0.002184876000067265,0.9595201722500892
0.04,0.16,0.8,4.28,FM,0.8177512036967243,0.07792820170268491,0.8177512036967243,0.04275538739743393,0.06156520720315697
0.04,0.18,0.78,4.42,FM,0.7968558557616926,0.094089787403985,0.7968558557616926,0.04534093952381719,0.06371341731050521
0.04,0.2,0.76,4.5600000000000005,FM,0.8172902532016393,0.07715138326212306,0.8172902532016393,0.04787600792023934,0.05768235561599821
0.04,0.22,0.74,4.7,FM,0.8741110569982614,0.058296583540611076,0.8741110569982614,0.051371655228873,0.016220704232254596
0.04,0.24,0.72,4.84,FM,0.8967654768838181,0.048742750473411804,0.8967654768838181,0.04427425510218037,0.010217517540589674
0.04,0.26,0.7,4.9799999999999995,FM,0.8937273931946295,0.05159444259061452,0.8937273931946295,0.04217459600991838,0.012503568204837523
0.04,0.28,0.68,5.12,FM,0.9318405591520295,0.03456609399258683,0.9318405591520295,0.028458829065866813,0.005134517789516928
0.04,0.3,0.66,5.26,FM,0.9125355843076185,0.048397088912652785,0.9125355843076185,0.03325425477156187,0.005813072008166796
0.04,0.32,0.64,5.4,FM,0.9555936524818023,0.023294011634186373,0.9555936524818023,0.017883414474565873,0.0032289214094455097
0.04,0.34,0.62,5.540000000000001,FM,0.953190125861403,0.027339470299537667,0.953190125861403,0.016500427023686225,0.0029699768153730655
0.04,0.36,0.6,5.68,FM,0.9547085726267999,0.026775522894682068,0.9547085726267999,0.015467929333303706,0.0030479751452143957
0.04,0.38,0.58,5.82,FM,0.9314902131816105,0.03594190050844201,0.9314902131816105,0.022199633585400214,0.010368252724547241
0.04,0.4,0.56,5.960000000000001,FM,0.9186435194907774,0.03781466166642717,0.9186435194907774,0.023990215661935148,0.01955160318086037
0.04,0.42,0.54,6.1000000000000005,FM,0.8718634409504705,0.04075374013168465,0.8718634409504705,0.024776043804629833,0.0626067751132148
0.04,0.44,0.52,6.24,FM,0.828102272112201,0.03834883744236369,0.828102272112201,0.026070316797568216,0.10747857364786713
0.04,0.46,0.5,6.380000000000001,FM,0.7582278852466373,0.03559348848176936,0.7582278852466373,0.023713501163466728,0.18246512510812643
0.04,0.48,0.48,6.52,FM,0.5198297437458773,0.03148230593317949,0.5198297437458773,0.021613499147875262,0.42707445117306797
0.04,0.5,0.46,6.66,FM,0.5472907359598681,0.03142856572396729,0.5472907359598681,0.021689507191003363,0.3995911911251613
0.04,0.52,0.44,6.800000000000001,NM,0.47983061181107434,0.038634825883019544,0.4576700097167404,0.02386455258916571,0.47983061181107434
0.04,0.54,0.42,6.94,FM,0.8421604809957817,0.04605164521064169,0.8421604809957817,0.03060563614272706,0.08118223765084968
0.04,0.56,0.4,7.080000000000001,FM,0.9091959936200638,0.03971341498667658,0.9091959936200638,0.03020861605643088,0.020881975336828805
0.04,0.58,0.38,7.220000000000001,FM,0.9383908833777352,0.030246505756389718,0.9383908833777352,0.026573909742404554,0.004788701123470518
